instructions,cycles,cpu_clock,cpu_migrations,branches,branch_misses,branch_ratio,context_switches,cache_references,cache_misses,mem_loads,L1_dcache_stores,L1_dcache_loads,L1_dcache_load_misses,LLC_stores,LLC_store_misses,LLC_loads,thread,seconds,workload,class,app,GFlops,Band,IA,MIPS,Instructions_per_cycle,dwarfs,instructions_per_loads,instructions_per_stores,instructions_per_branches,instructions_per_cache_misses,Loads_PTI,Stores_PTI,L1_load_ratio,L1_load_rate_PTI,branch_miss_predict_ratio,branch_miss_predict_rate_PTI,cache_misses_PTI
4396721372,5627566205,1249.27,2,438778945,230442,1904.07540726083,4,76157919,41720826,0,486728814,982299110,100316007,23625832,8378227,2106727,2,0.7,A,MEM,is,1.05346,3.23709,0.32543,6281.03053142857,0.781282922641334,MR,2086.9915143253,186.098054536238,10.0203563140433,105.384331844245,0.479158632479293,5.37351130559656,9.79204754431663,22.8160937463198,0.000525189284094,0.052412236414967,9.48907662552695
4389377570,5628267002,1255.17,2,435143681,213972,2033.64777167106,2,77687439,41110363,0,490193772,988984957,100487497,23211556,8543825,2684521,2,0.71,A,MEM,is,1.05346,3.23709,0.32543,6182.22192957747,0.779880835155873,MR,1635.06918738948,189.103116137496,10.0871913385317,106.7705865307,0.611594914583755,5.28812015595186,9.84187074537243,22.8933363324222,0.000491727237101,0.048747686109856,9.3658753079198
4650754019,5676810153,1289.45,4,467927374,176911,2644.98744566477,6,88571598,38518561,0,417675596,900973538,81573534,23929315,9780614,2974411,4,0.4,A,MEM,is,1.97486,6.01676,0.32822,11626.8850475,0.819254809242165,MR,1563.5882260387,194.353829978,9.93905096691351,120.740596176477,0.639554572838826,5.14525492043659,11.044924668827,17.5398513158819,0.000378073628152,0.038039208110611,8.28221850535157
4684940630,5603343272,1311.1,4,466410086,164573,2834.06200288018,2,92937303,42691031,0,440156774,854495182,83068946,19272614,8892898,3133939,4,0.41,A,MEM,is,1.97486,6.01676,0.32822,11426.6844634146,0.836097380185634,MR,1494.90485615706,243.087970837791,10.0446812164349,109.740629829249,0.668938893255516,4.11373708272585,10.2865778747211,17.7310562844849,0.000352850431283,0.035128086564461,9.11239530478319
4676557341,5685662421,1294.16,4,472347222,180335,2619.27646879419,2,88263189,39644023,0,416732915,884952766,78794532,22337503,9532609,3012701,4,0.4,A,MEM,is,1.97486,6.01676,0.32822,11691.3933525,0.822517588052208,MR,1552.2806083312,209.359002257325,9.90067713577026,117.963743008625,0.644213420326797,4.7764843604427,11.2311443895625,16.8488326464423,0.000381784821844,0.038561485907375,8.47718099218747
4602170168,5518318646,1311.92,4,465219407,163417,2846.82381270003,3,89987402,41502322,0,426812917,889308642,79552987,21310781,9768758,3992101,4,0.41,A,MEM,is,1.97486,6.01676,0.32822,11224.8052878049,0.833980504430624,MR,1152.81907146137,215.955021451349,9.8924724522509,110.889462232981,0.867438806969382,4.63059387681468,11.1788215067273,17.2859725077424,0.000351268664938,0.035508682650693,9.01798944519168
4669192928,5675344105,1294.66,4,470989853,179414,2625.15663772058,7,88599408,39728230,0,417186675,887558509,78992912,22347480,9497479,3164667,4,0.77,A,MEM,is,1.97486,6.01676,0.32822,6063.88691948052,0.822715388109493,MR,1475.41366216414,208.935993141061,9.91357435464751,117.528340124894,0.677776020138785,4.7861547690582,11.2359259397856,16.9178942095751,0.000380929650304,0.03842505605714,8.50858609027688
4664930068,5674327376,1292.05,4,470196419,173047,2717.16018769467,2,89623066,39307439,0,418265581,901763811,78877251,22949782,9435582,3052367,4,0.39,A,MEM,is,1.97486,6.01676,0.32822,11961.359148718,0.822111548891359,MR,1528.29920779513,203.266857523963,9.92123691184471,118.678046361657,0.654322134631408,4.91964116620494,11.4324954225395,16.908560224959,0.000368031301404,0.037095304211965,8.42615825468362
4590467521,5666414647,1286.26,4,466801561,184549,2529.41799196961,7,81122202,35968235,0,417492611,894418823,95632257,24908321,10191261,2989650,4,0.77,A,MEM,is,1.97486,6.01676,0.32822,5961.64613116883,0.810118532965171,MR,1535.45315371365,184.294538399437,9.83387354396615,127.625598559396,0.651273532885976,5.4260967725078,9.35268967875557,20.8327924252838,0.000395347863886,0.040202658913443,7.83541868784742
4656911102,5676669894,1290.08,4,467776739,175077,2671.83433003764,7,88116981,38543805,0,417817236,896406618,81503699,23336870,9842644,2805041,4,0.4,A,MEM,is,1.97486,6.01676,0.32822,11642.277755,0.82035968075617,MR,1660.19359503123,199.551658041545,9.95541401215335,120.821260433421,0.602339391618475,5.01123373172778,10.9983550317146,17.501665205719,0.000374274702873,0.037595091717514,8.27668902321254
4672670437,5678653229,1294.35,4,470826206,165758,2840.4433330518,6,88696307,39588489,0,418123049,889429547,78925399,22384336,9477542,3099252,4,0.4,A,MEM,is,1.97486,6.01676,0.32822,11681.6760925,0.822848349523686,MR,1507.67683202269,208.747332822381,9.92440602807058,118.031037683706,0.663272114262314,4.79048036915941,11.2692435929275,16.8908550397731,0.000352057718724,0.035473933425192,8.47234777923201
4584458209,5667934027,1289.5,4,467174822,174352,2679.49218821694,3,83546973,36551733,0,419115418,900989559,93885017,24582524,9974628,3355797,4,0.4,A,MEM,is,1.97486,6.01676,0.32822,11461.1455225,0.808841138086874,MR,1366.13096948355,186.492575335226,9.81315343445456,125.423826251959,0.731994239452778,5.36214376471809,9.59673425846001,20.4789776064899,0.000373205044,0.038031102488342,7.97296677898455
4658381247,5682810273,1288.4,4,469392476,184010,2550.90742894408,6,88320645,38362567,0,417666711,894942347,82666807,23596356,9827202,2867379,4,0.4,A,MEM,is,1.97486,6.01676,0.32822,11645.9531175,0.819731967673241,MR,1624.61301662599,197.419518801971,9.92427762519142,121.430384129404,0.615531200209642,5.06535527018019,10.8258971100698,17.7458225543986,0.000392017361608,0.03950084594697,8.23517118198634
4639637597,5688224981,1291.55,4,467386788,177383,2634.90181133479,2,90505314,38858503,0,418172039,895880211,80520425,23567999,9773320,3594661,4,0.89,A,MEM,is,1.97486,6.01676,0.32822,5213.07595168539,0.815656485546453,MR,1290.70240476084,196.861752964263,9.92676240775552,119.398258780067,0.774771935274496,5.07970687521782,11.1261237257503,17.3548953590825,0.000379520783544,0.038232080909659,8.37533151837678
4643023804,5681537710,1288.72,4,467780104,181707,2574.3647960728,5,90127849,38379045,0,417597220,890723350,82701404,24095994,9838896,3419736,4,0.4,A,MEM,is,1.97486,6.01676,0.32822,11607.55951,0.817212529598787,MR,1357.71410541632,192.688618863368,9.92565473455878,120.978096354404,0.736532084339923,5.18972010852952,10.7703534271317,17.8119707094226,0.0003884453367,0.0391354874906,8.26595912925025
4589127254,5666324413,1288.71,4,467929347,172229,2716.90218836549,6,82525068,36496409,0,417640506,897931971,94948273,25288924,10054512,2971857,4,0.39,A,MEM,is,1.97486,6.01676,0.32822,11766.9929589744,0.809894901794074,MR,1544.19517964693,181.46787320805,9.80730805499147,125.741884742688,0.647586531275561,5.51061729176447,9.45706480622349,20.689832237108,0.000368066249967,0.037529793894881,7.95279951502517
4509541733,5486169464,1314.33,4,462745796,158489,2919.73446737628,3,88259042,40714801,0,419734677,896625018,80508701,22303205,9705539,3487516,4,1.41,A,MEM,is,1.97486,6.01676,0.32822,3198.25654822695,0.821983674144849,MR,1293.05262914923,202.192542865476,9.74518141921704,110.759272358964,0.773363726624148,4.94578081776896,11.1369952174486,17.8529672784381,0.000342496898664,0.035145256299594,9.02858946887143
4660866103,5687009177,1285.93,4,470471189,187222,2512.9054758522,5,88600446,38171804,0,418220464,905547409,84247054,24188501,9731007,3098237,4,0.88,A,MEM,is,1.97486,6.01676,0.32822,5296.43875340909,0.819563668342573,MR,1504.36073902674,192.689332133479,9.90680452273136,122.102327230853,0.664734178483651,5.18970089795776,10.7487130529217,18.075407475399,0.000397945728405,0.040168929092276,8.18985209110179
4593501237,5668445542,1289.75,4,467700220,177783,2630.7364596165,6,82986762,36558929,0,416767855,904048283,94486152,25143651,9988507,3094399,4,0.4,A,MEM,is,1.97486,6.01676,0.32822,11483.7530925,0.810363476717688,MR,1484.4566705845,182.6903036874,9.82146477716004,125.646493555651,0.673647146336885,5.47374425361453,9.56805059645142,20.5695279319678,0.000380121694191,0.03870315709681,7.95883730378105
4657307146,5681352065,1286.27,4,470482010,188425,2496.91925169165,2,88527075,38273222,0,418332997,904853434,83988652,24237117,9769104,3167514,4,0.4,A,MEM,is,1.97486,6.01676,0.32822,11643.267865,0.819753307437391,MR,1470.33514169156,192.155987281821,9.89901217689492,121.685787154267,0.680117050626663,5.20410534246521,10.7735201417449,18.0337369572318,0.000400493527903,0.04045792860405,8.21788660274888
4653945157,5684530401,1288.37,4,469078036,184225,2546.22356357715,2,88312224,38401786,0,417379078,895306238,82950529,24170365,9812564,2924885,4,0.95,A,MEM,is,1.97486,6.01676,0.32822,4898.88963894737,0.818703539026073,MR,1591.15491959513,192.547574560831,9.92147318745915,121.190851826527,0.628474316161779,5.19352166487079,10.7932553148636,17.8237014407516,0.000392738490958,0.039584695088834,8.25144790162382
4585033571,5669911994,1289.44,4,465313039,178100,2612.65041549691,5,81804742,36179084,0,417593721,892436239,96968423,25418164,9973167,3004144,4,0.58,A,MEM,is,1.97486,6.01676,0.32822,7905.23029482759,0.808660447613995,MR,1526.23628261495,180.384136753544,9.85365374856818,126.731610203288,0.655206543960984,5.54372473099609,9.20336962683203,21.1489014198976,0.00038275308249,0.038843772295686,7.89069118900896
4598798053,5677540445,1290.35,4,470074794,167387,2808.31124280858,3,83603156,36831732,0,415974850,894018513,91163528,24771464,9942789,3170044,4,0.59,A,MEM,is,1.97486,6.01676,0.32822,7794.57297118644,0.809998290201524,MR,1450.70480188919,185.649021511203,9.78311986028334,124.85967407126,0.68932011440077,5.38650832554834,9.80675641469251,19.8233379568668,0.000356085887047,0.036397988794226,8.00899095274971
4656525647,5678473880,1285.48,4,471935436,176571,2672.77999218445,2,87984484,38054594,0,417249712,904789568,85775853,24368942,9711675,2998812,4,1.01,A,MEM,is,1.97486,6.01676,0.32822,4610.42143267327,0.820031181863955,MR,1552.79012055441,191.084440473452,9.86687010932572,122.364349676152,0.644002036568188,5.23328847457328,10.5483016065139,18.4205692188685,0.00037414227992,0.037919043807642,8.17231491563178
4603312788,5664549578,1292.96,4,470294139,175576,2678.5787294391,8,84231919,37140840,0,418854656,901091765,90337982,24288227,9838791,3136766,4,0.9,A,MEM,is,1.97486,6.01676,0.32822,5114.79198666667,0.812652925817503,MR,1467.53464810572,189.528564106388,9.78815682838012,123.942075300397,0.681414916704548,5.2762495443097,9.97467228125596,19.6245586950977,0.000373332315757,0.038141227434663,8.06828510476616
4641975363,5679883530,1291.64,4,467988599,169036,2768.57355237937,6,89127913,38530823,0,417951977,876967841,82511731,23359523,10013261,3004127,4,0.41,A,MEM,is,1.97486,6.01676,0.32822,11321.8911292683,0.817265941895115,MR,1545.19944163479,198.718756500293,9.91899241331732,120.474337207902,0.647165649336515,5.03223760862515,10.6284019299026,17.7751333317449,0.000361196833344,0.036414669786346,8.30052294269361
4596087742,5673482141,1291.97,4,466980111,164407,2840.39068287847,2,83761888,36763714,0,419459439,901554943,92554069,23993203,9860217,3173932,4,0.4,A,MEM,is,1.97486,6.01676,0.32822,11490.219355,0.810099975249045,MR,1448.07379049079,191.557906712163,9.84214880620472,125.016959439952,0.690572543033927,5.22035355868974,9.7408461101802,20.1375766076487,0.000352064244552,0.03577107514672,7.99891474308586
4578179860,5671411185,1288.22,4,462718308,168326,2748.9413875456,2,82030655,36218838,0,418287001,885860489,98529758,25415586,9924799,3113208,4,0.4,A,MEM,is,1.97486,6.01676,0.32822,11445.44965,0.807238218260135,MR,1470.56665022061,180.132768136843,9.89409707990201,126.403278316107,0.680009981084492,5.55146079385356,8.9907912795239,21.521600507849,0.000363776399355,0.036767013343159,7.91118722015434
4574401306,5668913884,1286.59,4,463258613,177683,2607.21967211269,3,81264069,35856135,0,418804774,884380874,98759300,25454429,9924594,3122759,4,1.87,A,MEM,is,1.97486,6.01676,0.32822,2446.20390695187,0.806927287943258,MR,1464.8588975326,179.709444906425,9.87440098820138,127.576530655075,0.682659607477823,5.56453780445821,8.95491233736975,21.5895574947617,0.000383550343186,0.038842897269844,7.83843231090578
4590688912,5668903886,1292.7,4,467473710,163213,2864.19408993156,2,84280110,36854472,0,418939337,898943533,92496105,24285598,9867242,3292534,4,0.4,A,MEM,is,1.97486,6.01676,0.32822,11476.72228,0.809801860168634,MR,1394.27228754509,189.029272081338,9.82020766900453,124.56260157519,0.717220021464177,5.29018595368503,9.71871770168052,20.1486327592829,0.000349138350475,0.035553051650562,8.02809179765218
4644938479,5684898807,1290.89,4,467569351,176530,2648.66793746105,3,89818214,38685561,0,419728831,896072440,81709950,23636153,9817819,2977801,4,0.4,A,MEM,is,1.97486,6.01676,0.32822,11612.3461975,0.817066167172674,MR,1559.85523512149,196.518379238787,9.9342235949935,120.069047958229,0.64108513244315,5.08858257366814,10.9665033450639,17.5911802426264,0.000377548270909,0.038004809062187,8.32854109368711
4590106473,5667205331,1292.8,4,467935260,168773,2772.57179762166,2,83553828,36883065,0,419358132,900229547,92168426,24214994,9850919,3016057,4,0.39,A,MEM,is,1.97486,6.01676,0.32822,11769.5037769231,0.809941797572042,MR,1521.88982933678,189.556374575191,9.80927676405493,124.450244929482,0.657077786265112,5.27547544756049,9.7672227471911,20.0798013166262,0.000360675961884,0.036768863858117,8.03533975016793
4716057951,5735649191,1326.97,6,481943687,157061,3068.51278802503,2,84362295,35275521,0,378534986,842817281,93294249,29219770,9460685,3381025,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15720.19317,0.82223612252997,MR,1394.8604198431,161.399557594054,9.78549585400005,133.692084973033,0.716917611091501,6.19580384795827,9.03396822455798,19.7822524594334,0.00032589077155,0.033303449964328,7.47987437103484
4548129932,5730144635,1327.78,6,444349740,186112,2387.53943861761,4,77385825,31880085,0,419886968,970210277,116971451,27102960,9721568,2843151,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15160.4331066667,0.793719918380385,MR,1599.67934590882,167.809343776473,10.2354733728437,142.66367018783,0.625125280611706,5.95914373714511,8.29441943915016,25.7185816475922,0.000418841248787,0.040920554773632,7.00949301727205
4559865025,5725670005,1327.11,6,447221215,181224,2467.78139208935,2,77353899,31899764,0,417505853,963893112,115519689,27104423,9686702,3195835,6,0.29,A,MEM,is,2.92023,9.04255,0.32294,15723.6725,0.796389771156572,MR,1426.81490909262,168.233244625794,10.1959944476248,142.943534786025,0.700861754126154,5.94412835717654,8.34397253268229,25.3340150128676,0.000405222279091,0.039743281655579,6.99576935394047
4701709816,5743408837,1328.93,6,479353129,154680,3098.99876519266,3,83644463,35832746,0,377625017,839200097,92703885,28605370,9386138,3141666,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15672.3660533333,0.818627047009226,MR,1496.56577624738,164.36458664929,9.80844711665583,131.212657160018,0.668196490840174,6.08403562096823,9.05248034642777,19.7170579699596,0.000322684865587,0.032898670069689,7.62121598361101
4705560965,5733689496,1327.85,6,479974928,151767,3162.57768816673,7,83879350,35585524,0,378029986,841196633,93178527,28664791,9395587,3070221,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15685.2032166667,0.820686395432251,MR,1532.64568413805,164.158216433533,9.80376409369449,132.232448368612,0.652466522660386,6.09168411868616,9.0277949231801,19.801789349466,0.000316197766063,0.032252690195461,7.56244032638944
4710476931,5738847727,1329.18,6,479939153,153273,3131.27004103789,4,85720481,35596711,0,378367456,841383687,93268354,28669829,9455469,3765216,6,0.4,A,MEM,is,2.92023,9.04255,0.32294,11776.1923275,0.820805352412167,MR,1251.05091739757,164.300838034297,9.81473776739361,132.328993288172,0.799327977857366,6.08639622270979,9.02110577613496,19.8001933490416,0.00031935923344,0.032538743368278,7.55692290216632
4677613230,5733705962,1329.27,6,476776596,148979,3200.29397431853,2,85897095,35803679,0,377912191,840491980,92795637,28657203,9446197,3366139,6,1.08,A,MEM,is,2.92023,9.04255,0.32294,4331.12336111111,0.815809750447751,MR,1389.60786527235,163.22644013793,9.81091200625964,130.646161529937,0.719627475484971,6.12645842888554,9.05745148341403,19.8382449418547,0.000312471294208,0.031849362628898,7.65426238543455
4712389546,5734437982,1328.04,6,480785570,157718,3048.38743833931,2,84616467,35335003,0,379485808,843170775,93317868,29120457,9426326,3136942,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15707.9651533333,0.821770077694076,MR,1502.22399585329,161.824024465001,9.80143714795766,133.363213411925,0.665679687423702,6.17955216047837,9.03546976662604,19.8026642511357,0.000328042291286,0.033468795068921,7.4983196221529
4587441259,5561951138,1347.88,6,465318757,152901,3043.26823892584,3,85089133,36566449,0,380731551,851871422,95507080,28598383,9582800,3379737,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15291.4708633333,0.82478992446697,MR,1357.33675697251,160.409113305462,9.85870694011159,125.454928888501,0.736736845048287,6.23405977000653,8.91945834800938,20.8192485980342,0.000328594103934,0.033330345037122,7.97099013055722
4689253372,5737474355,1329.16,6,478555062,160062,2989.81058589796,9,84529137,35806386,0,377879157,841336095,93180815,28735309,9400226,3194990,6,1,A,MEM,is,2.92023,9.04255,0.32294,4689.253372,0.817302715769611,MR,1467.68953017067,163.187852686742,9.79877498819561,130.961370186871,0.681343008479261,6.12790709318063,9.02906993247483,19.8711410128512,0.0003344693489,0.034133792163108,7.63583947367901
4541298634,5727039045,1326.96,6,444287306,182709,2431.66623428512,8,76466375,31822842,0,419383027,969751608,117164764,27070633,9729103,2935017,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15137.6621133333,0.792957512305558,MR,1547.28188422759,167.757386168251,10.2215358680538,142.70562742322,0.646294647532312,5.96098939570421,8.27681953936254,25.7998368842792,0.000411240648861,0.040232764837812,7.00743213884841
4716002272,5733005153,1328.77,6,481695989,157265,3062.95735859854,10,83454232,35257484,0,381996984,845598275,93318213,28847750,9343100,2987213,6,0.31,A,MEM,is,2.92023,9.04255,0.32294,15212.9105548387,0.822605622381515,MR,1578.72983011255,163.479032922845,9.79041216803655,133.758899869316,0.633420602389396,6.1169923880817,9.06144950503928,19.7875674390684,0.000326481854928,0.03334710013473,7.47613804372654
4714479006,5729337114,1327.35,6,481807548,161585,2981.75912368103,7,82847166,35347461,0,379670044,842867284,92841656,28524488,9409476,2940619,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15714.93002,0.822866400107592,MR,1603.22673763585,165.278304241605,9.78498370473847,133.37532237464,0.623742092447023,6.05040089555974,9.07854642317022,19.6928771730329,0.000335372496074,0.034274200774753,7.49763885999156
4706039482,5737083624,1327.61,6,480502126,162280,2960.9448237614,3,84306189,35563988,0,377509627,841780282,93007678,28610257,9397747,3081744,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15686.7982733333,0.820284275152131,MR,1527.07021803239,164.487843712833,9.7940034546278,132.32597767157,0.654848734649864,6.07947661923165,9.05065366753915,19.7634716741631,0.000337730035351,0.034483348603576,7.55709511916075
4710771317,5736248761,1327.03,6,480340185,156995,3059.58906334597,3,83721166,35512498,0,379143948,841734152,92988247,28814389,9365167,3075692,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15702.5710566667,0.821228561255557,MR,1531.61347657698,163.486767566024,9.80715639479549,132.651082922975,0.652906242529879,6.1167029900212,9.05204882505205,19.7394950301299,0.000326841278125,0.033326814110769,7.53857396385264
4613541661,5561455135,1345.93,6,469605836,158373,2965.18873797933,2,82108795,36172490,0,380812412,851085637,93653389,28738157,9527535,3170320,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15378.4722033333,0.829556572697228,MR,1455.22901820636,160.537144431357,9.82428519265676,127.542827740086,0.687177061128526,6.22908800042588,9.0876117360793,20.2996734139603,0.000337246660623,0.034327857346296,7.8405035996054
4700599629,5739692937,1330.19,6,477990532,159843,2990.3751305969,3,84862160,35776812,0,377578495,841404794,92786666,28645058,9439351,3128654,6,0.31,A,MEM,is,2.92023,9.04255,0.32294,15163.2246096774,0.818963606693722,MR,1502.43511394996,164.098101285045,9.83408522619021,131.386766070716,0.665586147924193,6.09391572583133,9.06816496672054,19.7393254740437,0.000334406205351,0.034004810580731,7.61111662845685
4705089798,5731559209,1327.89,6,480620025,161510,2975.79112748437,6,84042687,35385650,0,380864174,844115875,93115769,28856000,9405700,3153270,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15683.63266,0.820909219713166,MR,1492.13032756472,163.05412385639,9.78962497037031,132.966041262489,0.670182745787416,6.13293289583248,9.06523013304009,19.7904339763251,0.000336045090922,0.034326656224214,7.52071724859352
4715290525,5737275654,1328.42,6,480558091,159330,3016.1180631394,3,83842875,35494834,0,379428942,841830309,92481798,28444947,9429837,2952659,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15717.6350833333,0.821869265025208,MR,1596.96413470028,165.769003717954,9.8121134849439,132.844416880496,0.626188139276954,6.03249086120733,9.10265941196342,19.613170707016,0.000331552007934,0.033790070655297,7.52760276632159
4723104313,5730951411,1327.53,6,482121171,150819,3196.68722773656,2,82867414,35325884,0,378760663,842928571,93069645,28734484,9418077,3050147,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15743.6810433333,0.824139654008314,MR,1548.48415928806,164.370597815503,9.79650883864629,133.70095177236,0.645792851029077,6.08381312284601,9.05696557669259,19.705185156261,0.000312823848177,0.031932176383418,7.47937831962933
4585859785,5726225765,1326.67,6,451120748,181532,2485.07562303065,7,77215360,32115275,0,413097504,951402291,114019224,26944100,9818077,3115129,6,1.01,A,MEM,is,2.92023,9.04255,0.32294,4540.45523267327,0.800852074857024,MR,1472.12516239295,170.199033740225,10.1654818700558,142.793726194155,0.679290066868017,5.87547401430199,8.34422703139955,24.8632163532231,0.000402402241096,0.039585161455171,7.00310879653291
4646651303,5534704220,1352.17,6,459732038,158068,2908.44470734114,3,87671551,38020561,0,380846052,854846158,94419991,25644898,9925281,3107777,6,0.31,A,MEM,is,2.92023,9.04255,0.32294,14989.1977516129,0.839548260990901,MR,1495.16883064647,181.192036833213,10.1073036441285,122.214169932948,0.668820791005673,5.51900633977914,9.05365642324622,20.3200078600776,0.000343826374789,0.034017616062119,8.18235725488007
4698926763,5729272148,1327.8,6,480231280,157439,3050.268866037,8,84858111,35614384,0,379186684,840625116,92707069,28760335,9382879,3400811,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15663.08921,0.820161207500035,MR,1381.70770530912,163.382198538369,9.78471615384987,131.939015511261,0.723742073781285,6.12061784543289,9.0675406424509,19.7294134758576,0.00032783995245,0.03350531045508,7.57925922158068
4704552712,5727726769,1326.47,6,481167712,153646,3131.66442341486,2,83909753,35489966,0,376282999,840817687,93036323,28800265,9383840,3026400,6,0.61,A,MEM,is,2.92023,9.04255,0.32294,7712.38149508197,0.821364723167716,MR,1554.50459688078,163.351021665946,9.77736575973743,132.560079432029,0.643291761250862,6.12178601518027,9.03752061439488,19.7758062658519,0.000319319015321,0.032659002758773,7.54374925154415
4720166570,5741223677,1328.36,6,481821833,156302,3082.63383066116,2,84251701,35294328,0,379678901,843857099,92815344,28390093,9389999,2989204,6,0.29,A,MEM,is,2.92023,9.04255,0.32294,16276.4364482759,0.822153400660826,MR,1579.07140830803,166.261046415029,9.79649788929345,133.737255742622,0.633283583464725,6.01463795376187,9.09178442521314,19.6635738640893,0.000324397919096,0.033113661918927,7.4773479868953
4568908543,5731328885,1328.65,6,448365346,181684,2467.83066202858,2,78611017,32036589,0,417201652,963035838,115805481,27365506,9737543,2933913,6,0.29,A,MEM,is,2.92023,9.04255,0.32294,15754.8570448276,0.797181357879796,MR,1557.27471912085,166.958672096178,10.1901464592672,142.615324715125,0.642147456528766,5.9895061900345,8.31597804943274,25.3464213411374,0.000405214188877,0.039765295866637,7.01186918024067
4571084725,5719095077,1327.16,6,448221632,183763,2439.1288344226,8,77767762,31861938,0,414363348,958961445,115066730,26855700,9797443,2984196,6,0.95,A,MEM,is,2.92023,9.04255,0.32294,4811.66813157895,0.799267132904145,MR,1531.7642423621,170.209107377577,10.1982688889946,143.465370028653,0.652841979427542,5.87512628088511,8.33395930344071,25.1727405905827,0.000409982443685,0.04020118003829,6.97032322016302
4702021185,5737382838,1328.69,6,479448567,157647,3041.27935831319,8,83669562,35657098,0,378487595,840825870,93157568,28574804,9374128,2984872,6,0.74,A,MEM,is,2.92023,9.04255,0.32294,6354.08268243243,0.819541124893643,MR,1575.28402725477,164.551301384254,9.80714409977577,131.867747201413,0.63480615730148,6.07713212589449,9.02584608048162,19.812239106277,0.000328808991935,0.033527496750315,7.58335545440551
4563878879,5736516259,1328.92,6,446817410,177799,2513.04793615262,2,80310557,31892993,0,416722022,963439149,116722764,27403931,9779315,3398702,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15212.9295966667,0.79558370846413,MR,1342.8299624386,166.541029423844,10.2141921439453,143.099736014114,0.744695924258335,6.00452635281253,8.25408100342792,25.5753421803287,0.000397923169556,0.038957869986015,6.98813308713139
4558828696,5736116225,1327.83,6,446458816,185302,2409.35778351016,2,77744400,31912976,0,418118815,968076894,116279740,27481830,9693581,3056405,6,0.3,A,MEM,is,2.92023,9.04255,0.32294,15196.0956533333,0.794758773563728,MR,1491.56564525971,165.885193817151,10.2110845001211,142.851882444307,0.670436465989991,6.02826555516619,8.32541330071773,25.5064947059814,0.00041504836137,0.040646844256857,7.00025776972077
4420975262,5878320077,1373.88,8,479282875,201941,2373.38071515938,2,102975783,45006397,0,435044163,860739910,78520581,16773391,8159692,2395670,8,0.24,A,MEM,is,3.75041,11.5562,0.32453,18420.7302583333,0.752081411711123,MR,1845.40243940109,263.570750959064,9.22414609952421,98.2299307807288,0.541887221263533,3.79404769444738,10.9619656278397,17.760918427867,0.000421339902871,0.045677930328125,10.1801965251531
4416357807,5879082767,1373.62,8,479474731,203524,2355.86334289813,2,101993129,45113727,0,435782393,851271489,77138587,16920065,8229476,2370815,8,0.25,A,MEM,is,3.75041,11.5562,0.32453,17665.431228,0.751198440646141,MR,1862.80152901007,261.013052077519,9.21082493292019,97.893880658541,0.536825842381299,3.83122603272348,11.0356116453105,17.4665618980722,0.000424472838382,0.04608412834608,10.2151431046855
4307714995,5644481749,1405.25,8,450399370,198104,2273.55010499536,2,97291559,48572397,0,471027546,978162633,83481130,19510620,6611507,2208335,8,0.76,A,MEM,is,3.75041,11.5562,0.32453,5668.04604605263,0.763172809578696,MR,1950.66192176459,220.788216622537,9.5642118571347,88.6864816451204,0.512646496475099,4.52922721736376,11.7171704911038,19.3794459700554,0.000439840757326,0.045988186365612,11.2756756322966
4656764760,5874358414,1372.74,8,494247964,174726,2828.7030207296,10,93555769,42402758,0,401941655,906874687,78974641,19420574,8287339,3063219,8,0.63,A,MEM,is,3.75041,11.5562,0.32453,7391.6900952381,0.792727380900324,MR,1520.21933789259,239.785124785704,9.42191996566323,109.822213922972,0.657799815509685,4.17040048207202,11.483112496833,16.9591218517982,0.000353518906959,0.037520898951314,9.10562594104496
4422549860,5875242455,1372.8,8,478165377,196990,2427.35863241789,3,101255603,44958392,0,435626092,866619588,78334499,16348853,8124095,2311312,8,0.24,A,MEM,is,3.75041,11.5562,0.32453,18427.2910833333,0.752743379336845,MR,1913.43698297763,270.511323332591,9.24899641991436,98.3698407185026,0.522619772114904,3.69670292422661,11.0630641551687,17.71251913031,0.00041197043842,0.044542177304023,10.1657173854904
4670166953,5879414650,1373.83,8,497464360,166943,2979.84557603493,3,93603360,41869462,0,407992903,876634254,75617425,20693418,8544688,3216509,8,0.25,A,MEM,is,3.75041,11.5562,0.32453,18680.667812,0.794325154970997,MR,1451.93654144913,225.68369096879,9.38794279252488,111.54112639422,0.688735334811488,4.43098035000806,11.593019122246,16.1915892431694,0.000335587860003,0.035746687790842,8.96530304406015
